"source","participant_id","group","word_1","response","correct","response_type","confidence","knowledge","translation","translation_id","word_2","sampa_1","sampa_2","ipa_1","ipa_2","freq_zipf_2","lv","neigh_n","neigh_n_h","avg_sim","avg_sim_h","freq_zipf_2_std","neigh_n_std","neigh_n_h_std","avg_sim_std","avg_sim_h_std","lv_std"
"Questionnaire","5a2461e...","spa-ENG","jirafa","raffle",FALSE,"wrong",0,FALSE,"jirafa /xi'<U+027E>a.fa/ - giraffe /<U+02A4><U+026A>'r<U+0251><U+02D0>f/",137,"giraffe","xi4afa","dZI0r01f","xi'<U+027E>a.fa","<U+02A4><U+026A>'r<U+0251><U+02D0>f",4.72996592163325,0,0,0,0.0183479474897947,0.0178898018819689,-1.94175058201219,-0.340353170253572,-0.277005196229114,-1.88227358393634,-1.68960196539507,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","ladrillo","drill",FALSE,"wrong",0,FALSE,"ladrillo /la'd<U+027E>i.<U+028E>o/ - brick /br<U+026A>k/",138,"brick","laD4iLo","br0Ik","la'd<U+027E>i.<U+028E>o","br<U+026A>k",5.56431979950676,0,0,0,0.027715202890585,0.0295137657947939,-0.526775336526348,-0.340353170253572,-0.277005196229114,-1.46940566799066,-1.16467493063017,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","loro","lorry",FALSE,"wrong",0,FALSE,"loro /lo'<U+027E>o/ - parrot /'pær<U+0259>t/",152,"parrot","lo4o","p1r05t","lo'<U+027E>o","'pær<U+0259>t",5.07186635733651,0,0,0,0.0387181304545535,0.0352177391790855,-1.36192388524663,-0.340353170253572,-0.277005196229114,-0.98444443033147,-0.907088976522848,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","mesa","mess",FALSE,"false_friend",0,FALSE,"mesa /me.sa/ - table /'te<U+026A>bl/",160,"table","mesa","teIbl","me.sa","'te<U+026A>bl",6.58049836356712,0.2,0,0,0.0574514067945859,0.0497625879620141,1.19655519656044,-0.340353170253572,-0.277005196229114,-0.158763008141234,-0.250257589227959,0.111062029431983
"Questionnaire","5a2461e...","spa-ENG","nariz","mean",FALSE,"wrong",0,FALSE,"nariz /na'<U+027E>i<U+03B8>/ - nose /n<U+0259><U+028A>z/",176,"nose","na4iT","noUz","na'<U+027E>i<U+03B8>","n<U+0259><U+028A>z",6.4002350638691,0.2,0,0,0.0392702121359683,0.0386341478600362,0.89084785402086,-0.340353170253572,-0.277005196229114,-0.960111068691913,-0.752807245102652,0.111062029431983
"Questionnaire","5a2461e...","spa-ENG","pierna","pier",FALSE,"wrong",0,FALSE,"pierna /pjer.na/ - leg /l<U+025B>g/",210,"leg","pjE4na","lEg","pjer.na","l<U+025B>g",6.30884513281331,0.166666666666667,0,0,0.0496939472623374,0.0492407753103518,0.735860271940959,-0.340353170253572,-0.277005196229114,-0.500678117004624,-0.273822146894701,-0.047338787070934
"Questionnaire","5a2461e...","spa-ENG","platano","latino",FALSE,"wrong",0,FALSE,"plátano /pla.ta.no/ - banana /b<U+0259>'n<U+0251><U+02D0>n<U+0259>/",218,"banana","platano","b5n1n5","pla.ta.no","b<U+0259>'n<U+0251><U+02D0>n<U+0259>",5.5871389097855,0.142857142857143,0,0,0.0765306859109813,0.0790185285320506,-0.488076557717137,-0.340353170253572,-0.277005196229114,0.682168712997444,1.07091255960082,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","camisa","camisole",FALSE,"false_friend",1,FALSE,"camisa /ka'mi.sa/ - shirt /<U+0283><U+025C><U+02D0>t/",54,"shirt","kamisa","S36t","ka'mi.sa","<U+0283><U+025C><U+02D0>t",6.22298187246226,0,0,0,0.0633532832664418,0.0631428756428756,0.590245334304317,-0.340353170253572,-0.277005196229114,0.101366062205073,0.353983338332611,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","moto","more",FALSE,"wrong",1,FALSE,"moto /mo.to/ - motorbike /'m<U+0259><U+028A>t<U+0259><U+02CC>ba<U+026A>k/",169,"motorbike","moto","moUt5baIk","mo.to","'m<U+0259><U+028A>t<U+0259><U+02CC>ba<U+026A>k",4.42893592596927,0.333333333333333,0,0,0.0658771694668095,0.0646290512652501,-2.45226536873417,-0.340353170253572,-0.277005196229114,0.212607999255487,0.421097600596637,0.74466529544365
"Questionnaire","5a2461e...","spa-ENG","tobogan","trombone",FALSE,"wrong",1,FALSE,"tobogán /to.ßo'<U+0263>an/ - slide /sla<U+026A>d/",251,"slide","toBoGan","slaId","to.ßo'<U+0263>an","sla<U+026A>d",5.80771435303756,0,0,0,0.0431952890881797,0.0375019890927847,-0.114004116465709,-0.340353170253572,-0.277005196229114,-0.787110731682931,-0.803934446549029,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","arbol","harbor",FALSE,"wrong",1,FALSE,"árbol /'ar.ßol/ - tree /tri<U+02D0>/",11,"tree","a4Bol","tr0i","'ar.ßol","tri<U+02D0>",6.36963471921454,0,0,0,0.0343162000525685,0.0235390063560092,0.838952931089726,-0.340353170253572,-0.277005196229114,-1.17846239540715,-1.43448932261864,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","avestruz","cruise",FALSE,"wrong",1,FALSE,"avestruz /a'ßes.t<U+027E>u<U+03B8>/ - ostrich /'<U+0252>str<U+026A><U+02A7>/",14,"ostrich","aBest4uT","Astr0ItS","a'ßes.t<U+027E>u<U+03B8>","'<U+0252>str<U+026A><U+02A7>",4.53039405245059,0,0,0,0.0504081821698273,0.051834982323218,-2.28020320035266,-0.340353170253572,-0.277005196229114,-0.469197745739616,-0.156670252322171,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","biberon","drink",FALSE,"wrong",1,FALSE,"biberón /biße'<U+027E>on/ - bottle /'b<U+0252>tl/",20,"bottle","biBE4on","bAtl","biße'<U+027E>on","'b<U+0252>tl",6.2621154752515,0.142857142857143,0,0,0.0452509244139992,0.0498398900482234,0.656611753496342,-0.340353170253572,-0.277005196229114,-0.696507258562743,-0.246766701334697,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","boli","bowling",FALSE,"wrong",1,FALSE,"boli /bo.li/ - pen /p<U+025B>n/",33,"pen","boli","pEn","bo.li","p<U+025B>n",5.94986644524921,0,6,1,0.0739514707455589,0.0714909894544576,0.127070680341302,0.975270990733797,0.248382722851733,0.568488115580017,0.73097613200076,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","buho","bull",FALSE,"wrong",1,FALSE,"búho /'bu.o/ - owl /a<U+028A>l/",43,"owl","buo","aUl","'bu.o","a<U+028A>l",5.30551387886316,0,8,5,0.0364229994190865,0.0350387604628059,-0.965682592556847,1.41381237772959,2.34993439917512,-1.08560383368836,-0.915171483275901,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","calcetin","cart",FALSE,"wrong",1,FALSE,"calcetín /kal<U+03B8>e'tin/ - sock /s<U+0252>k/",49,"sock","kalTetin","sAk","kal<U+03B8>e'tin","s<U+0252>k",5.51001704377394,0,0,0,0.0859993311700028,0.089700194027565,-0.618867022274161,-0.340353170253572,-0.277005196229114,1.09950545333991,1.5532863037867,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","camiseta","cassette",FALSE,"wrong",1,FALSE,"camiseta /ka.mi'se.ta/ - t-shirt /'ti<U+02D0><U+0283><U+025C><U+02D0>t/",55,"t-shirt","kamiseta","tiSt","ka.mi'se.ta","'ti<U+02D0><U+0283><U+025C><U+02D0>t",NA,0.25,0,0,0.0747647801219686,NA,NA,-0.340353170253572,-0.277005196229114,0.604335258941672,NA,0.348663254186358
"Questionnaire","5a2461e...","spa-ENG","caracol","charcoal",FALSE,"wrong",1,FALSE,"caracol /ka.<U+027E>a'kol/ - snail /sne<U+026A>l/",56,"snail","ka4akol","sneIl","ka.<U+027E>a'kol","sne<U+026A>l",4.80339224826239,0.142857142857143,0,0,0.0532256999413428,0.0516168751761478,-1.81722735835081,-0.340353170253572,-0.277005196229114,-0.345013804905957,-0.166519761390781,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","cubo","koala",FALSE,"wrong",1,FALSE,"cubo /ku.ßo/ - bucket /'b<U+028C>k<U+026A>t/",79,"bucket","kuBo","bVkI0t","ku.ßo","'b<U+028C>k<U+026A>t",5.55757174665179,0.166666666666667,0,0,0.0400217949080035,0.0328108242204871,-0.53821931491277,-0.340353170253572,-0.277005196229114,-0.926984565839791,-1.0157829419914,-0.047338787070934
"Questionnaire","5a2461e...","spa-ENG","gusano","sweet",FALSE,"wrong",1,FALSE,"gusano /gu'sa.no/ - worm /w<U+025C><U+02D0>m/",133,"worm","gusano","w36m","gu'sa.no","w<U+025C><U+02D0>m",5.56179886812193,0,0,0,0.0584773776517669,0.0588483829016723,-0.531050567456169,-0.340353170253572,-0.277005196229114,-0.113542670753018,0.160048174961015,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","lapiz","lapis lazuli",FALSE,"wrong",1,FALSE,"lápiz /'la.pi<U+03B8>/ - pencil /'p<U+025B>nsl/",139,"pencil","lapiT","pEnsl","'la.pi<U+03B8>","'p<U+025B>nsl",5.55071718568556,0,0,0,0.0489823608413121,0.0477278712635647,-0.549843919703496,-0.340353170253572,-0.277005196229114,-0.53204175449434,-0.342143439107898,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","martillo","martini",FALSE,"wrong",1,FALSE,"martillo /mar'ti.<U+028E>o/ - hammer /'hæm<U+0259>/",159,"hammer","ma4tiLo","h1m56","mar'ti.<U+028E>o","'hæm<U+0259>",5.65260871183374,0,0,0,0.0504836249589667,0.0541751119890469,-0.377046751681802,-0.340353170253572,-0.277005196229114,-0.465872555404517,-0.0509922464662133,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","muneca","plant",FALSE,"wrong",1,FALSE,"muñeca /mu'<U+0272>e.ka/ - doll /d<U+0252>l/",172,"doll","muJeka","dAl","mu'<U+0272>e.ka","d<U+0252>l",5.95055443387123,0,0,0,0.039085670736081,0.0352307575412432,0.128237435713523,-0.340353170253572,-0.277005196229114,-0.968244851739056,-0.906501079803947,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","ombligo","omlette",FALSE,"wrong",1,FALSE,"ombligo /om'bli.<U+0263>o/ - belly button /'b<U+025B>li 'b<U+028C>tn/",180,"belly button","ombliGo","bEli bVt5n","om'bli.<U+0263>o","'b<U+025B>li 'b<U+028C>tn",NA,0.1,0,0,0.0490247423599936,NA,NA,-0.340353170253572,-0.277005196229114,-0.530173761304876,NA,-0.364140420076768
"Questionnaire","5a2461e...","spa-ENG","osito","small",FALSE,"wrong",1,FALSE,"osito /o'si.to/ - teddy bear /'t<U+025B>di be<U+0259>/",185,"teddy bear","osito","tEdibEr","o'si.to","'t<U+025B>di be<U+0259>",NA,0.142857142857143,0,0,0.0626770021832264,NA,NA,-0.340353170253572,-0.277005196229114,0.0715585305990649,NA,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","oveja","egg",FALSE,"wrong",1,FALSE,"oveja /o.'ße.xa/ - sheep /<U+0283>i<U+02D0>p/",186,"sheep","oBexa","Sip","o.'ße.xa","<U+0283>i<U+02D0>p",5.68484264557443,0,0,0,0.0227196013318063,0.0165030156858089,-0.322381435780182,-0.340353170253572,-0.277005196229114,-1.68959007806813,-1.75222789672646,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","pajaro","parrot",FALSE,"wrong",1,FALSE,"pájaro /pa.xa.<U+027E>o/ - bird /b<U+025C><U+02D0>d/",191,"bird","paxa4o","b36d","pa.xa.<U+027E>o","b<U+025C><U+02D0>d",6.2142648054587,0,0,0,0.0300185816483851,0.0257472648371771,0.575462117793454,-0.340353170253572,-0.277005196229114,-1.36788274087091,-1.33476649267808,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","panal","bread",FALSE,"wrong",1,FALSE,"pañal /pa'<U+0272>al/ - nappy /'næpi/",193,"nappy","paJal","n1pi","pa'<U+0272>al","'næpi",4.45120911489802,0,0,0,0.0494144229006446,0.0488984371162219,-2.41449241434635,-0.340353170253572,-0.277005196229114,-0.512998336293021,-0.289281810610026,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","pato","part",FALSE,"wrong",1,FALSE,"pato /pa.to/ - duck /d<U+028C>k/",201,"duck","pato","dVk","pa.to","d<U+028C>k",5.95055443387123,0,0,0,0.0703998726815158,0.0622530881058691,0.128237435713523,-0.340353170253572,-0.277005196229114,0.411949105140049,0.313801388622987,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","pelota","parrot",FALSE,"wrong",1,FALSE,"pelota /pe'lo.ta/ - ball /b<U+0254><U+02D0>l/",202,"ball","pelota","bOl","pe'lo.ta","b<U+0254><U+02D0>l",6.57774849476201,0.166666666666667,0,0,0.0717346963689675,0.0686258859226049,1.1918917121676,-0.340353170253572,-0.277005196229114,0.470782333275004,0.601590811076756,-0.047338787070934
"Questionnaire","5a2461e...","spa-ENG","pez","fish",TRUE,"correct",1,FALSE,"pez /'pe<U+03B8>/ - fish /f<U+026A><U+0283>/",208,"fish","peT","fIS","'pe<U+03B8>","f<U+026A><U+0283>",6.47835686397504,0,2,1,0.0385213160676347,0.0348312518206884,1.02333410022185,0.0981882167422176,0.248382722851733,-0.993119153319002,-0.924542374050487,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","puerta","island",FALSE,"wrong",1,FALSE,"puerta /pwer.ta/ - door /d<U+0254><U+02D0>/",232,"door","pwE4ta","dor","pwer.ta","d<U+0254><U+02D0>",7.02219165903633,0,0,0,0.0561457462632376,0.0583190333190333,1.94561994685425,-0.340353170253572,-0.277005196229114,-0.216310851073412,0.136143256737539,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","ventana","lunch box",FALSE,"wrong",1,FALSE,"ventana /be<U+014B>.'ta.na/ - window /'w<U+026A>nd<U+0259><U+028A>/",269,"window","bEntana","wIndoU","be<U+014B>.'ta.na","'w<U+026A>nd<U+0259><U+028A>",6.49121981381525,0.142857142857143,0,0,0.0831122821136876,0.0852920289437823,1.0451482921259,-0.340353170253572,-0.277005196229114,0.972256875596075,1.35421780671135,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","zanahoria","sunrise",FALSE,"wrong",1,FALSE,"zanahoria /<U+03B8>a.na'o.<U+027E>ja/ - carrot /'kær<U+0259>t/",272,"carrot","Tanao4ia","k1r05t","<U+03B8>a.na'o.<U+027E>ja","'kær<U+0259>t",5.13918245709663,0,0,0,0.0416658474158034,0.0427036400549364,-1.24776295508352,-0.340353170253572,-0.277005196229114,-0.854521874949209,-0.56903289008156,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","barco","bark",FALSE,"false_friend",2,FALSE,"barco /'ba<U+027E>.ko/ - boat /b<U+0259><U+028A>t/",15,"boat","ba4ko","boUt","'ba<U+027E>.ko","b<U+0259><U+028A>t",6.53801569229596,0.2,0,0,0.0445305853248646,0.0443182770029736,1.12450911419067,-0.340353170253572,-0.277005196229114,-0.728256675631071,-0.49611743785619,0.111062029431983
"Questionnaire","5a2461e...","spa-ENG","bocadillo","book",FALSE,"wrong",2,FALSE,"bocadillo /bo.ka'di.<U+028E>o/ - sandwich /'sænw<U+026A><U+02A4>/",27,"sandwich","bokaDiLo","s1ndwItS","bo.ka'di.<U+028E>o","'sænw<U+026A><U+02A4>",5.89759361155427,0,0,0,0.0449590446669234,0.0531276414118126,0.0384215260061622,-0.340353170253572,-0.277005196229114,-0.709372049552831,-0.0982950106725313,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","botella","body",FALSE,"wrong",2,FALSE,"botella /bo'te.<U+028E>a/ - bottle /'b<U+0252>tl/",36,"bottle","boteLa","bAtl","bo'te.<U+028E>a","'b<U+0252>tl",6.2621154752515,0.333333333333333,0,0,0.053295243559147,0.0515835597383216,0.656611753496342,-0.340353170253572,-0.277005196229114,-0.341948624410536,-0.168024254532808,0.74466529544365
"Questionnaire","5a2461e...","spa-ENG","burro","walrus",FALSE,"wrong",2,FALSE,"burro /bu.ro/ - donkey /'d<U+0252><U+014B>ki/",44,"donkey","burro","dANki","bu.ro","'d<U+0252><U+014B>ki",5.28531049277487,0,0,0,0.0513723502855181,0.0469811720110826,-0.999945381941583,-0.340353170253572,-0.277005196229114,-0.426701404654166,-0.375863659456667,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","caballo","car",FALSE,"wrong",2,FALSE,"caballo /ka'ßa.<U+028E>o/ - horse /h<U+0254><U+02D0>s/",45,"horse","kaBaLo","hors","ka'ßa.<U+028E>o","h<U+0254><U+02D0>s",6.52465479123685,0,0,0,0.0338682697087947,0.0284912709398571,1.10185045009456,-0.340353170253572,-0.277005196229114,-1.19820521863658,-1.21084981522975,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","cebra","cider",FALSE,"wrong",2,FALSE,"cebra /'<U+03B8>e.b<U+027E>a/ - zebra /'zi<U+02D0>br<U+0259>/",61,"zebra","TeB4a","zibr05","'<U+03B8>e.b<U+027E>a","'zi<U+02D0>br<U+0259>",4.95636047753596,0,0,0,0.0169058123119536,0.0152145420178069,-1.55780954594781,-0.340353170253572,-0.277005196229114,-1.94583663628324,-1.8104141288061,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","coche","coach",FALSE,"wrong",2,FALSE,"coche /'kot<U+0361><U+0283>e/ - car /k<U+0251><U+02D0>/",71,"car","kotSe","kAr","'kot<U+0361><U+0283>e","k<U+0251><U+02D0>",7.24072136073783,0.2,0,0,0.0712249528258655,0.0493865668538158,2.31622302848564,-0.340353170253572,-0.277005196229114,0.448315052806753,-0.267238340959111,0.111062029431983
"Questionnaire","5a2461e...","spa-ENG","gafas","cats",FALSE,"wrong",2,FALSE,"gafas /ga'fas/ - glasses /'gl<U+0251><U+02D0>s<U+026A>z/",106,"glasses","gafas","gl1sI0z","ga'fas","'gl<U+0251><U+02D0>s<U+026A>z",6.0767802189296,0.142857142857143,0,0,0.0482457172164572,0.0435305591637901,0.342302913127997,-0.340353170253572,-0.277005196229114,-0.564509804651577,-0.53169001814421,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","galleta","balcony",FALSE,"wrong",2,FALSE,"galleta /ga.'<U+028E>e.ta/ - biscuit /'b<U+026A>sk<U+026A>t/",111,"biscuit","gaLeta","bIskIt","ga.'<U+028E>e.ta","'b<U+026A>sk<U+026A>t",NA,0,0,0,0.047804462734144,NA,NA,-0.340353170253572,-0.277005196229114,-0.583958384915438,NA,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","grifo","greece",FALSE,"wrong",2,FALSE,"grifo /'g<U+027E>i.fo/ - tap /tæp/",129,"tap","g4ifo","t1p","'g<U+027E>i.fo","tæp",5.72536908481731,0,0,0,0.0260050303948758,0.0217548782757582,-0.253652914421211,-0.340353170253572,-0.277005196229114,-1.54478264064708,-1.51505883142223,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","manzana","morning",FALSE,"wrong",2,FALSE,"manzana /ma<U+014B>'<U+03B8>a.na/ - apple /'æpl/",157,"apple","manTana","1pl","ma<U+014B>'<U+03B8>a.na","'æpl",5.93085906825304,0,0,0,0.0540815619033507,0.0513523744332632,0.0948361948976111,-0.340353170253572,-0.277005196229114,-0.307291128468462,-0.178464360642534,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","mariposa","flower",FALSE,"wrong",2,FALSE,"mariposa /ma.<U+027E>i'po.sa/ - butterfly /'b<U+028C>t<U+0259>fla<U+026A>/",158,"butterfly","ma4iposa","bVt56flaI","ma.<U+027E>i'po.sa","'b<U+028C>t<U+0259>fla<U+026A>",5.29785719727233,0.111111111111111,0,0,0.048737105650172,0.0504885669164756,-0.978667508431161,-0.340353170253572,-0.277005196229114,-0.542851537649426,-0.217473077616841,-0.311340147909128
"Questionnaire","5a2461e...","spa-ENG","tambor","tamborine",FALSE,"false_friend",2,FALSE,"tambor /tam.'bor/ - drum /dr<U+028C>m/",241,"drum","tambo4","dr0Vm","tam.'bor","dr<U+028C>m",5.48463553647502,0,0,0,0.0471166033841389,0.0420642905267594,-0.66191135331104,-0.340353170253572,-0.277005196229114,-0.614276236212239,-0.597905300089128,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","tenedor","tennis",FALSE,"wrong",2,FALSE,"tenedor /te.ne.'ðor/ - fork /f<U+0254><U+02D0>k/",244,"fork","teneDo4","fork","te.ne.'ðor","f<U+0254><U+02D0>k",5.50236225259841,0,0,0,0.043910008550055,0.0410921005507499,-0.631848732205627,-0.340353170253572,-0.277005196229114,-0.755609003366077,-0.641808464720581,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","toro","turtle",FALSE,"wrong",2,FALSE,"toro /'to.<U+027E>o/ - bull /b<U+028A>l/",257,"bull","to4o","bUl","'to.<U+027E>o","b<U+028A>l",5.9962087955927,0,0,0,0.0436436407644053,0.0363954500844441,0.20566236702561,-0.340353170253572,-0.277005196229114,-0.767349337949779,-0.853904684314395,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","bol","ball",FALSE,"false_friend",3,FALSE,"bol /bol/ - bowl /b<U+0259><U+028A>l/",30,"bowl","bol","boUl","bol","b<U+0259><U+028A>l",5.88816890544948,0.75,11,5,0.0660938254063925,0.0645969898840876,0.0224382290048372,2.07162445822327,2.34993439917512,0.222157251669952,0.419649739447865,2.72467550173011
"Questionnaire","5a2461e...","spa-ENG","cerdo","third",FALSE,"wrong",3,FALSE,"cerdo /<U+03B8>e<U+027E>.ðo/ - pig /p<U+026A>g/",63,"pig","TE4do","pIg","<U+03B8>e<U+027E>.ðo","p<U+026A>g",6.14931222386435,0,0,0,0.0377062368982778,0.0382299324607017,0.465309462518877,-0.340353170253572,-0.277005196229114,-1.02904430146375,-0.771061223914893,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","chaqueta","jacket",TRUE,"correct",3,FALSE,"chaqueta /t<U+0283><U+0361>a'ke.ta/ - jacket /'<U+02A4>æk<U+026A>t/",66,"jacket","tSaketa","dZ1kI0t","t<U+0283><U+0361>a'ke.ta","'<U+02A4>æk<U+026A>t",6.08062123566596,0.142857142857143,0,0,0.06369215793883,0.066412342084087,0.348816868109905,-0.340353170253572,-0.277005196229114,0.116302185302976,0.501629299479727,-0.16048222743016
"Questionnaire","5a2461e...","spa-ENG","cielo","cello",FALSE,"wrong",3,FALSE,"cielo /'<U+03B8>je.lo/ - sky /ska<U+026A>/",68,"sky","Tjelo","skaI","'<U+03B8>je.lo","ska<U+026A>",6.20803718181001,0,0,0,0.0417700008236505,0.0342643997453075,0.564900731869835,-0.340353170253572,-0.277005196229114,-0.84993124529339,-0.950140868790456,-0.839342869585518
"Questionnaire","5a2461e...","spa-ENG","frambuesa","flamboyant",FALSE,"wrong",3,FALSE,"frambuesa /f<U+027E>am'bwe.sa/ - raspberry /'r<U+0251><U+02D0>zb<U+0259>ri/",103,"raspberry","f4ambwesa","r01sbEr0i","f<U+027E>am'bwe.sa","'r<U+0251><U+02D0>zb<U+0259>ri",4.83143327673965,0.111111111111111,0,0,0.0471407541356712,0.0481422578304381,-1.7696727628662,-0.340353170253572,-0.277005196229114,-0.613211776023311,-0.323430140148385,-0.311340147909128
